Date,Open,High,Low,Close,Adj Close,Volume
2013-06-17,84.669998,85.059998,84.260002,84.690002,74.055840,2416900
2013-06-18,84.790001,85.519997,84.790001,85.330002,74.615440,2095100
2013-06-19,85.190002,85.470001,84.209999,84.239998,73.662346,4448100
2013-06-20,83.470001,83.470001,81.900002,82.150002,71.834778,4933200
2013-06-21,82.629997,82.779999,81.470001,82.360001,72.018387,4227700
2013-06-24,81.110001,81.610001,80.190002,80.919998,71.092407,5378400
2013-06-25,81.660004,81.989998,81.110001,81.730003,71.804047,2625000
2013-06-26,82.400002,82.690002,82.050003,82.489998,72.471718,2496900
2013-06-27,83.019997,83.400002,82.989998,83.099998,73.007645,2211600
2013-06-28,82.930000,83.309998,82.510002,82.669998,72.629860,3023200
2013-07-01,83.290001,83.940002,83.110001,83.360001,73.236053,2097000
2013-07-02,83.330002,83.889999,82.940002,83.269997,73.156990,1958500
2013-07-03,82.989998,83.589996,82.830002,83.389999,73.262436,1004800
2013-07-05,84.019997,84.300003,83.330002,84.279999,74.044327,2434000
2013-07-08,84.709999,84.959999,84.559998,84.730003,74.439674,1972700
2013-07-09,85.230003,85.459999,84.879997,85.330002,74.966782,2229900
2013-07-10,85.290001,85.629997,85.120003,85.370003,75.001953,4399500
2013-07-11,86.430000,86.639999,86.110001,86.610001,76.091362,3560300
2013-07-12,86.540001,86.830002,86.440002,86.690002,76.161636,2141400
2013-07-15,86.910004,87.110001,86.730003,87.019997,76.451553,2340200
2013-07-16,87.070000,87.099998,86.419998,86.629997,76.108925,1637900
2013-07-17,87.010002,87.129997,86.760002,86.910004,76.354927,1718700
2013-07-18,87.089996,87.589996,87.010002,87.400002,76.785416,2100100
2013-07-19,87.199997,87.529999,87.099998,87.529999,76.899635,1604300
2013-07-22,87.690002,87.820000,87.470001,87.720001,77.066582,2121000
2013-07-23,87.930000,88.000000,87.510002,87.559998,76.925972,1915200
2013-07-24,87.949997,87.989998,87.029999,87.209999,76.618507,2997600
2013-07-25,87.000000,87.570000,86.949997,87.529999,76.899635,1781800
2013-07-26,87.230003,87.570000,86.790001,87.540001,76.908409,1845100
2013-07-29,87.419998,87.570000,87.019997,87.239998,76.644836,1681800
2013-07-30,87.540001,87.620003,87.099998,87.330002,76.723907,1379400
2013-07-31,87.430000,88.000000,87.320000,87.419998,76.802971,2211400
2013-08-01,88.099998,88.599998,88.070000,88.529999,77.778160,2416600
2013-08-02,88.430000,88.620003,88.190002,88.570000,77.813316,2224400
2013-08-05,88.510002,88.690002,88.339996,88.580002,77.822121,1167300
2013-08-06,88.510002,88.540001,87.769997,88.000000,77.312553,1587700
2013-08-07,87.660004,87.779999,87.290001,87.650002,77.005043,1542700
2013-08-08,88.089996,88.180000,87.559998,88.010002,77.321342,2251200
2013-08-09,87.900002,88.169998,87.470001,87.790001,77.128052,2519700
2013-08-12,87.389999,87.830002,87.250000,87.730003,77.075340,1102100
2013-08-13,87.919998,88.040001,87.320000,87.919998,77.242249,1298200
2013-08-14,87.900002,88.000000,87.440002,87.459999,76.838142,1369500
2013-08-15,86.820000,86.820000,86.050003,86.160004,75.696014,2729700
2013-08-16,86.080002,86.339996,85.730003,85.879997,75.450005,4926400
2013-08-19,85.650002,86.059998,85.300003,85.300003,74.940460,2112200
2013-08-20,85.430000,86.139999,85.360001,85.860001,75.432449,2044700
2013-08-21,85.629997,86.089996,85.120003,85.360001,74.993172,3102600
2013-08-22,85.550003,86.279999,85.550003,86.120003,75.660873,2065100
2013-08-23,86.410004,86.559998,85.989998,86.480003,75.977165,1267900
2013-08-26,86.589996,86.860001,86.139999,86.260002,75.783897,1982000
2013-08-27,85.370003,85.650002,84.680000,84.730003,74.439674,2180200
2013-08-28,84.720001,85.339996,84.599998,85.040001,74.712021,1444100
2013-08-29,84.879997,85.680000,84.849998,85.269997,74.914093,1291300
2013-08-30,85.440002,85.449997,84.620003,84.769997,74.474831,2437700
2013-09-03,85.769997,85.919998,84.839996,85.199997,74.852585,1807200
2013-09-04,85.269997,86.080002,85.120003,85.959999,75.520302,2610800
2013-09-05,86.010002,86.269997,85.989998,86.059998,75.608147,1511200
2013-09-06,86.400002,86.639999,85.309998,86.129997,75.669662,1807600
2013-09-09,86.430000,87.129997,86.419998,87.099998,76.521858,1811100
2013-09-10,87.660004,87.779999,87.430000,87.779999,77.119255,3454900
2013-09-11,87.699997,88.019997,87.489998,88.010002,77.321342,1573200
2013-09-12,88.029999,88.120003,87.650002,87.739998,77.084106,1124600
2013-09-13,87.870003,88.000000,87.620003,87.919998,77.242249,1793300
2013-09-16,88.930000,89.000000,88.300003,88.430000,77.690323,2519600
2013-09-17,88.540001,88.900002,88.540001,88.900002,78.103241,1656800
2013-09-18,88.919998,90.120003,88.580002,89.940002,79.016937,2702700
2013-09-19,90.070000,90.230003,89.660004,89.800003,78.893929,2644500
2013-09-20,89.889999,90.000000,89.080002,89.199997,78.366821,2673500
2013-09-23,88.510002,88.680000,87.989998,88.370003,78.012810,2586500
2013-09-24,88.239998,88.760002,88.010002,88.230003,77.889214,4013500
2013-09-25,88.339996,88.500000,87.949997,88.070000,77.747963,1345300
2013-09-26,88.220001,88.660004,88.099998,88.410004,78.048119,1210000
2013-09-27,87.989998,88.150002,87.790001,88.059998,77.739136,1938800
2013-09-30,87.379997,87.879997,87.099998,87.650002,77.377197,2522100
2013-10-01,87.739998,88.480003,87.669998,88.410004,78.048119,3075700
2013-10-02,87.910004,88.309998,87.610001,88.260002,77.915710,2014400
2013-10-03,88.040001,88.160004,87.040001,87.510002,77.253624,8263300
2013-10-04,87.570000,88.239998,87.440002,88.150002,77.818581,2509800
2013-10-07,87.449997,87.860001,87.300003,87.360001,77.121178,1598500
2013-10-08,87.250000,87.430000,86.160004,86.199997,76.097115,3431800
2013-10-09,86.379997,86.510002,85.629997,86.139999,76.044151,3786700
2013-10-10,87.080002,88.120003,87.059998,88.080002,77.756790,4036900
2013-10-11,87.980003,88.730003,87.900002,88.699997,78.304123,3132700
2013-10-14,88.120003,89.129997,87.980003,89.089996,78.648422,1851400
2013-10-15,88.889999,89.150002,88.279999,88.410004,78.048119,2603000
2013-10-16,88.989998,89.669998,88.879997,89.650002,79.142792,2427700
2013-10-17,89.349998,90.349998,89.260002,90.309998,79.725441,4442100
2013-10-18,90.709999,90.980003,90.449997,90.949997,80.290413,2996600
2013-10-21,91.000000,91.139999,90.720001,90.900002,80.246277,2461600
2013-10-22,91.220001,91.730003,91.010002,91.419998,80.705345,3757600
2013-10-23,91.169998,91.220001,90.629997,90.989998,80.325729,2779500
2013-10-24,91.250000,91.389999,90.910004,91.339996,80.634712,1713400
2013-10-25,91.570000,91.669998,91.260002,91.669998,80.926064,2038100
2013-10-28,91.650002,91.849998,91.459999,91.739998,80.987854,1711900
2013-10-29,91.949997,92.199997,91.800003,92.199997,81.393929,1454400
2013-10-30,92.349998,92.400002,91.309998,91.660004,80.917213,2641200
2013-10-31,91.589996,91.949997,91.180000,91.389999,80.678856,2937900
2013-11-01,91.440002,91.790001,91.000000,91.510002,80.784798,2477600
2013-11-04,91.809998,91.970001,91.559998,91.930000,81.155586,3443700
2013-11-05,91.699997,91.860001,91.269997,91.660004,80.917213,2301300
2013-11-06,92.080002,92.239998,91.669998,91.900002,81.129082,2655100
2013-11-07,92.190002,92.190002,90.599998,90.680000,80.052071,2876200
2013-11-08,90.750000,91.889999,90.669998,91.889999,81.120247,2637800
2013-11-11,91.790001,92.070000,91.730003,91.949997,81.173225,1729500
2013-11-12,91.760002,91.949997,91.459999,91.809998,81.049629,2067900
2013-11-13,91.379997,92.599998,91.300003,92.589996,81.738213,1837800
2013-11-14,92.739998,93.089996,92.480003,93.029999,82.126648,1971100
2013-11-15,93.029999,93.440002,93.000000,93.440002,82.488594,1623900
2013-11-18,93.720001,93.720001,92.779999,93.000000,82.100151,3123300
2013-11-19,92.980003,93.220001,92.550003,92.730003,81.861816,1828700
2013-11-20,92.889999,93.180000,92.160004,92.440002,81.605804,1931400
2013-11-21,92.769997,93.330002,92.650002,93.269997,82.338493,2720700
2013-11-22,93.389999,93.750000,93.220001,93.730003,82.744621,2687300
2013-11-25,93.959999,93.970001,93.500000,93.629997,82.656326,1719500
2013-11-26,93.629997,94.010002,93.519997,93.720001,82.735771,1355100
2013-11-27,93.930000,94.040001,93.760002,93.989998,82.974129,1480800
2013-11-29,94.070000,94.339996,93.860001,93.860001,82.859360,934600
2013-12-02,94.059998,94.180000,93.540001,93.660004,82.682800,3209500
2013-12-03,93.400002,93.589996,92.940002,93.300003,82.364998,2129100
2013-12-04,92.970001,93.620003,92.480003,93.169998,82.250244,2300800
2013-12-05,93.139999,93.260002,92.820000,92.900002,82.011887,2185400
2013-12-06,93.800003,93.970001,93.480003,93.860001,82.859360,2071600
2013-12-09,94.250000,94.279999,93.949997,94.070000,83.044746,2121100
2013-12-10,93.930000,94.150002,93.720001,93.760002,82.771095,2403200
2013-12-11,93.879997,93.879997,92.500000,92.599998,81.747025,3887100
2013-12-12,92.559998,92.760002,92.180000,92.430000,81.596977,3587000
2013-12-13,92.690002,92.720001,92.250000,92.459999,81.623451,3605700
2013-12-16,92.940002,93.339996,92.879997,93.110001,82.197273,3207500
2013-12-17,93.239998,93.239998,92.570000,92.830002,81.950104,3374200
2013-12-18,93.029999,94.339996,92.160004,94.330002,83.274300,4089700
2013-12-19,94.129997,94.239998,93.830002,94.199997,83.159523,6352600
2013-12-20,93.860001,94.529999,93.839996,94.330002,83.713295,6210200
2013-12-23,94.839996,94.949997,94.650002,94.889999,84.210251,3095000
2013-12-24,94.989998,95.209999,94.900002,95.150002,84.440994,1362100
2013-12-26,95.400002,95.639999,95.260002,95.599998,84.840347,2940500
2013-12-27,95.730003,95.919998,95.430000,95.540001,84.787094,2370400
2013-12-30,95.599998,95.660004,95.410004,95.570000,84.813728,3159900
2013-12-31,95.720001,96.000000,95.660004,95.919998,85.124336,4570300
2014-01-02,95.760002,95.760002,94.820000,95.080002,84.378860,3728200
2014-01-03,95.290001,95.440002,94.949997,95.059998,84.361145,3206300
2014-01-06,95.500000,95.559998,94.669998,94.809998,84.139259,3169400
2014-01-07,95.190002,95.589996,95.099998,95.419998,84.680595,2617200
2014-01-08,95.440002,95.620003,95.089996,95.489998,84.742729,3783100
2014-01-09,95.830002,95.830002,95.099998,95.570000,84.813728,3440500
2014-01-10,95.779999,95.870003,95.300003,95.839996,85.053329,2903700
2014-01-13,95.750000,95.879997,94.389999,94.629997,83.979507,4322200
2014-01-14,94.930000,95.730003,94.730003,95.669998,84.902473,2660500
2014-01-15,95.940002,96.290001,95.839996,96.150002,85.328438,2525100
2014-01-16,96.050003,96.120003,95.790001,96.080002,85.266327,3058200
2014-01-17,96.000000,96.129997,95.550003,95.709999,84.937965,2716300
2014-01-21,96.360001,96.360001,95.440002,96.029999,85.221939,5557200
2014-01-22,96.269997,96.300003,95.910004,96.209999,85.381699,1860300
2014-01-23,95.769997,95.849998,94.910004,95.379997,84.645096,3223500
2014-01-24,94.769997,94.889999,93.290001,93.320000,82.816948,7275200
2014-01-27,93.320000,93.599998,92.209999,92.720001,82.284485,6664700
2014-01-28,92.889999,93.470001,92.800003,93.370003,82.861343,10136000
2014-01-29,92.669998,93.080002,92.180000,92.410004,82.009377,4720200
2014-01-30,93.230003,93.779999,92.959999,93.489998,82.967827,2540800
2014-01-31,92.440002,93.550003,92.279999,92.879997,82.426476,4099600
2014-02-03,92.839996,93.050003,90.540001,90.699997,80.491844,6568100
2014-02-04,91.199997,91.629997,90.779999,91.389999,81.104179,3427200
2014-02-05,91.019997,91.440002,90.389999,91.250000,80.979927,3407300
2014-02-06,91.489998,92.370003,91.349998,92.360001,81.964996,3237300
2014-02-07,92.940002,93.610001,92.529999,93.550003,83.021072,3538500
2014-02-10,93.620003,93.739998,93.260002,93.660004,83.118690,3419800
2014-02-11,93.989998,94.949997,93.820000,94.730003,84.068275,4287900
2014-02-12,94.910004,95.209999,94.629997,94.860001,84.183617,3128700
2014-02-13,94.150002,95.519997,94.150002,95.440002,84.698341,2726400
2014-02-14,95.400002,96.050003,95.220001,95.900002,85.106590,2244000
2014-02-18,96.059998,96.269997,95.769997,96.180000,85.355072,3006400
2014-02-19,95.970001,96.500000,95.440002,95.540001,84.787094,2320600
2014-02-20,95.650002,96.330002,95.330002,96.180000,85.355072,2657600
2014-02-21,96.389999,96.529999,96.029999,96.099998,85.284065,1952000
2014-02-24,96.379997,97.269997,96.309998,96.650002,85.772179,2357600
2014-02-25,96.769997,97.010002,96.279999,96.610001,85.736664,2427300
2014-02-26,96.830002,97.099998,96.449997,96.709999,85.825409,1934600
2014-02-27,96.629997,97.220001,96.470001,97.220001,86.278030,1594000
2014-02-28,97.169998,97.860001,96.739998,97.400002,86.437759,2302800
2014-03-03,96.570000,96.879997,96.010002,96.690002,85.807671,2743400
2014-03-04,97.930000,98.349998,97.639999,98.209999,87.156609,3105300
2014-03-05,98.260002,98.379997,98.089996,98.230003,87.174370,1855300
2014-03-06,98.540001,98.650002,98.269997,98.410004,87.334106,2084500
2014-03-07,98.839996,98.849998,98.000000,98.379997,87.307465,2312100
2014-03-10,98.320000,98.400002,97.730003,98.309998,87.245338,2586600
2014-03-11,98.500000,98.629997,97.529999,97.760002,86.757248,3718500
2014-03-12,97.360001,97.860001,97.029999,97.830002,86.819374,2225600
2014-03-13,98.180000,98.269997,96.419998,96.699997,85.816544,3482400
2014-03-14,96.510002,97.070000,96.430000,96.580002,85.710060,2892400
2014-03-17,97.089996,97.660004,97.059998,97.349998,86.393394,2735800
2014-03-18,97.650002,98.279999,97.500000,98.180000,87.129974,3672500
2014-03-19,98.209999,98.279999,97.019997,97.620003,86.633003,2705400
2014-03-20,97.389999,98.190002,97.209999,98.110001,87.067848,1466900
2014-03-21,98.570000,98.690002,97.650002,97.750000,86.748367,2821700
2014-03-24,98.110001,98.199997,96.730003,97.180000,86.242508,3922600
2014-03-25,97.199997,97.580002,96.589996,97.099998,86.548248,1740900
2014-03-26,97.519997,97.650002,96.269997,96.290001,85.826263,2896000
2014-03-27,96.089996,96.500000,95.690002,96.089996,85.647995,3835100
2014-03-28,96.370003,97.089996,96.279999,96.519997,86.031273,1533200
2014-03-31,97.099998,97.580002,97.050003,97.470001,86.878044,2978400
2014-04-01,97.889999,98.269997,97.750000,98.230003,87.555466,3881700
2014-04-02,98.459999,98.660004,98.180000,98.540001,87.831772,2855300
2014-04-03,98.720001,98.739998,97.959999,98.269997,87.591095,2169700
2014-04-04,98.839996,98.849998,96.769997,96.919998,86.387810,3026800
2014-04-07,96.599998,96.809998,95.480003,95.760002,85.353867,5316200
2014-04-08,95.760002,96.379997,95.349998,96.180000,85.728226,3728200
2014-04-09,96.500000,97.330002,96.220001,97.330002,86.753258,1975300
2014-04-10,97.300003,97.349998,95.029999,95.190002,84.845810,3283000
2014-04-11,94.660004,95.309998,94.099998,94.250000,84.007935,3380100
2014-04-14,95.019997,95.199997,94.120003,94.889999,84.578400,3248600
2014-04-15,95.129997,95.599998,94.029999,95.540001,85.157768,3339400
2014-04-16,96.209999,96.550003,95.750000,96.540001,86.049103,4498500
2014-04-17,96.419998,96.970001,96.260002,96.730003,86.218460,2241100
2014-04-21,96.779999,97.120003,96.570000,97.120003,86.566086,3043000
2014-04-22,97.260002,97.910004,97.190002,97.620003,87.011742,2442400
2014-04-23,97.620003,97.680000,97.300003,97.370003,86.788910,1798400
2014-04-24,97.839996,97.900002,96.959999,97.500000,86.904785,1471400
2014-04-25,97.190002,97.250000,96.339996,96.550003,86.058006,1927700
2014-04-28,96.900002,97.220001,95.650002,96.690002,86.182793,2046000
2014-04-29,97.000000,97.300003,96.769997,97.169998,86.610657,3062500
2014-04-30,97.169998,97.559998,96.760002,97.529999,86.931534,1423900
2014-05-01,97.410004,97.839996,97.139999,97.559998,86.958260,1776300
2014-05-02,97.589996,98.029999,97.349998,97.480003,86.886932,1687900
2014-05-05,97.000000,97.699997,96.660004,97.639999,87.029572,1300900
2014-05-06,97.400002,97.489998,96.709999,96.739998,86.227356,1335400
2014-05-07,97.029999,97.209999,96.160004,97.190002,86.628479,1644100
2014-05-08,97.089996,97.800003,96.660004,96.930000,86.396736,1863500
2014-05-09,96.930000,97.169998,96.500000,97.169998,86.610657,1637500
2014-05-12,97.610001,98.300003,97.550003,98.269997,87.591095,1847400
2014-05-13,98.400002,98.570000,98.139999,98.209999,87.537636,1526600
2014-05-14,98.139999,98.190002,97.519997,97.669998,87.056297,1387500
2014-05-15,97.360001,97.430000,96.209999,96.769997,86.254105,2149200
2014-05-16,96.919998,97.190002,96.430000,97.180000,86.619553,1149800
2014-05-19,96.940002,97.680000,96.779999,97.629997,87.020653,1209700
2014-05-20,97.519997,97.620003,96.620003,96.900002,86.369980,1858800
2014-05-21,97.230003,97.720001,97.099998,97.650002,87.038498,1286400
2014-05-22,97.690002,98.190002,97.529999,97.980003,87.332634,962400
2014-05-23,98.099998,98.510002,98.010002,98.489998,87.787209,1171900
2014-05-27,98.830002,99.160004,98.779999,99.139999,88.366585,1458800
2014-05-28,99.160004,99.260002,98.820000,99.029999,88.268524,1383000
2014-05-29,99.260002,99.559998,99.000000,99.559998,88.740921,1320000
2014-05-30,99.440002,99.680000,99.290001,99.580002,88.758751,1444700
2014-06-02,99.800003,99.839996,99.160004,99.699997,88.865707,2762600
2014-06-03,99.449997,99.720001,99.320000,99.660004,88.830040,942000
2014-06-04,99.379997,99.970001,99.330002,99.870003,89.017242,1754100
2014-06-05,100.019997,100.760002,99.639999,100.680000,89.739174,1797400
2014-06-06,100.989998,101.250000,100.849998,101.199997,90.202705,1929400
2014-06-09,101.199997,101.669998,101.139999,101.370003,90.354225,1683400
2014-06-10,101.209999,101.349998,100.980003,101.349998,90.336411,1569800
2014-06-11,101.059998,101.120003,100.730003,101.010002,90.033356,2068800
2014-06-12,100.879997,100.930000,100.059998,100.290001,89.391586,2197400
2014-06-13,100.449997,100.690002,100.110001,100.620003,89.685738,2099300
2014-06-16,100.449997,100.889999,100.309998,100.699997,89.757027,2778000
2014-06-17,100.559998,101.199997,100.459999,101.059998,90.077919,1089700
2014-06-18,101.080002,101.839996,100.870003,101.809998,90.746422,1326200
2014-06-19,101.900002,102.000000,101.529999,101.930000,90.853386,2130700
2014-06-20,102.199997,102.199997,101.980003,102.169998,91.067299,1952800
2014-06-23,102.190002,102.250000,101.949997,102.139999,91.040543,1308600
2014-06-24,101.540001,102.070000,100.910004,101.010002,90.405098,1613400
2014-06-25,100.820000,101.599998,100.779999,101.519997,90.861565,1379200
2014-06-26,101.529999,101.529999,100.760002,101.459999,90.807854,1423900
2014-06-27,101.220001,101.750000,101.220001,101.730003,91.049522,1378800
2014-06-30,101.550003,101.910004,101.550003,101.769997,91.085289,1600800
2014-07-01,102.070000,102.820000,102.000000,102.500000,91.738670,1818500
2014-07-02,102.529999,102.629997,102.360001,102.440002,91.684967,1504300
2014-07-03,102.739998,103.000000,102.660004,102.980003,92.168289,987100
2014-07-07,102.800003,102.809998,102.309998,102.440002,91.684967,2198400
2014-07-08,102.339996,102.339996,101.349998,101.660004,90.986862,2130100
2014-07-09,101.910004,102.160004,101.650002,102.099998,91.380661,1866600
2014-07-10,101.029999,101.949997,100.870003,101.650002,90.977905,1564100
2014-07-11,101.629997,101.790001,101.300003,101.739998,91.058456,1252800
2014-07-14,102.300003,102.410004,102.160004,102.230003,91.497002,1060300
2014-07-15,102.300003,102.500000,101.510002,101.970001,91.264305,2591200
2014-07-16,102.360001,102.480003,101.949997,102.230003,91.497002,1933100
